evicted_count,layer_bin,layer_label,layer_source,layer_source_label,policy,retained_count,retention_fraction,role,token_bin
39.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,11.0,0.22,user,33
45.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,6.0,0.11764705882352941,user,34
36.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,15.0,0.29411764705882354,user,35
40.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,15.0,0.2727272727272727,user,36
44.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,15.0,0.2542372881355932,user,37
44.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,15.0,0.2542372881355932,user,38
41.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,18.0,0.3050847457627119,user,39
44.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,19.0,0.30158730158730157,user,40
43.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,18.0,0.29508196721311475,user,41
40.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,20.0,0.3333333333333333,user,42
41.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,19.0,0.31666666666666665,user,43
45.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,19.0,0.296875,user,44
44.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,10.0,0.18518518518518517,user,45
39.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,7.0,0.15217391304347827,user,46
36.0,0,L00-L04,explicit_layer,explicit layer column,random_matched__budget128__seed991,4.0,0.1,user,47
32.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,10.0,0.23809523809523808,system,0
36.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,4.0,0.1,system,1
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,13.0,1.0,system,2
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,13.0,1.0,system,3
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,18.0,1.0,system,4
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,13.0,1.0,system,5
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,14.0,1.0,system,6
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,13.0,1.0,system,7
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,16.0,1.0,system,8
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,14.0,1.0,system,9
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,15.0,1.0,system,10
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,12.0,1.0,system,11
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,16.0,1.0,system,12
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,15.0,1.0,system,13
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,14.0,1.0,system,14
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,12.0,1.0,system,15
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,16.0,1.0,system,16
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,15.0,1.0,system,17
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,14.0,1.0,system,18
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,12.0,1.0,system,19
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,18.0,1.0,system,20
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,14.0,1.0,system,21
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,12.0,1.0,system,22
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,12.0,1.0,system,23
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,19.0,1.0,system,24
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,10.0,1.0,system,25
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,10.0,1.0,system,26
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,10.0,1.0,system,27
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,14.0,1.0,system,28
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,10.0,1.0,system,29
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,11.0,1.0,system,30
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,9.0,1.0,system,31
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,11.0,1.0,system,32
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,6.0,1.0,system,33
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,3.0,1.0,system,34
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,2.0,1.0,system,35
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,26.0,1.0,template,0
8.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,10.0,0.5555555555555556,template,1
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,1.0,1.0,template,24
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,2.0,1.0,template,25
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,4.0,1.0,template,26
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,1.0,1.0,template,27
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,2.0,1.0,template,32
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,5.0,1.0,template,33
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,8.0,1.0,template,34
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,5.0,1.0,template,35
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,8.0,1.0,template,36
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,3.0,1.0,template,37
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,1.0,1.0,template,38
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,6.0,1.0,template,45
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,14.0,1.0,template,46
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,16.0,1.0,template,47
2.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,1
46.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,2
48.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,3
46.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,4
46.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,5
48.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,6
46.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,7
46.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,8
47.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,9
47.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,10
46.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,11
47.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,12
47.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,13
46.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,14
47.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,15
46.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,16
47.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,17
47.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,18
46.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,19
47.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,20
47.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,21
46.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,22
46.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,23
48.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,24
46.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,25
46.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,0.0,0.0,user,26
48.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,3.0,0.058823529411764705,user,27
46.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,2.0,0.041666666666666664,user,28
46.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,4.0,0.08,user,29
48.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,4.0,0.07692307692307693,user,30
46.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,2.0,0.041666666666666664,user,31
46.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,4.0,0.08,user,32
47.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,3.0,0.06,user,33
47.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,4.0,0.0784313725490196,user,34
46.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,5.0,0.09803921568627451,user,35
47.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,8.0,0.14545454545454545,user,36
47.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,12.0,0.2033898305084746,user,37
46.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,13.0,0.22033898305084745,user,38
47.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,12.0,0.2033898305084746,user,39
46.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,17.0,0.2698412698412698,user,40
47.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,14.0,0.22950819672131148,user,41
39.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,21.0,0.35,user,42
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,60.0,1.0,user,43
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,64.0,1.0,user,44
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,54.0,1.0,user,45
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,46.0,1.0,user,46
0.0,0,L00-L04,explicit_layer,explicit layer column,sink_recent__budget128__sink8,40.0,1.0,user,47
42.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,system,0
36.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,4.0,0.1,system,1
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,13.0,1.0,system,2
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,13.0,1.0,system,3
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,18.0,1.0,system,4
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,13.0,1.0,system,5
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,14.0,1.0,system,6
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,13.0,1.0,system,7
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,16.0,1.0,system,8
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,14.0,1.0,system,9
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,15.0,1.0,system,10
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,12.0,1.0,system,11
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,16.0,1.0,system,12
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,15.0,1.0,system,13
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,14.0,1.0,system,14
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,12.0,1.0,system,15
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,16.0,1.0,system,16
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,15.0,1.0,system,17
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,14.0,1.0,system,18
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,12.0,1.0,system,19
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,18.0,1.0,system,20
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,14.0,1.0,system,21
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,12.0,1.0,system,22
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,12.0,1.0,system,23
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,19.0,1.0,system,24
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,10.0,1.0,system,25
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,10.0,1.0,system,26
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,10.0,1.0,system,27
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,14.0,1.0,system,28
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,10.0,1.0,system,29
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,11.0,1.0,system,30
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,9.0,1.0,system,31
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,11.0,1.0,system,32
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,6.0,1.0,system,33
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,3.0,1.0,system,34
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,2.0,1.0,system,35
6.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,20.0,0.7692307692307693,template,0
8.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,10.0,0.5555555555555556,template,1
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,1.0,1.0,template,24
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,2.0,1.0,template,25
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,4.0,1.0,template,26
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,1.0,1.0,template,27
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,2.0,1.0,template,32
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,5.0,1.0,template,33
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,8.0,1.0,template,34
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,5.0,1.0,template,35
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,8.0,1.0,template,36
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,3.0,1.0,template,37
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,1.0,1.0,template,38
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,6.0,1.0,template,45
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,14.0,1.0,template,46
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,16.0,1.0,template,47
2.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,1
46.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,2
48.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,3
46.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,4
46.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,5
48.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,6
46.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,7
46.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,8
47.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,9
47.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,10
46.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,11
47.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,12
47.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,13
46.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,14
47.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,15
46.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,16
47.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,17
47.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,18
46.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,19
47.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,20
47.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,21
46.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,22
46.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,23
48.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,24
46.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,25
46.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,0.0,0.0,user,26
48.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,3.0,0.058823529411764705,user,27
46.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,2.0,0.041666666666666664,user,28
46.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,4.0,0.08,user,29
48.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,4.0,0.07692307692307693,user,30
46.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,2.0,0.041666666666666664,user,31
46.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,4.0,0.08,user,32
47.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,3.0,0.06,user,33
47.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,4.0,0.0784313725490196,user,34
46.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,5.0,0.09803921568627451,user,35
47.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,8.0,0.14545454545454545,user,36
47.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,12.0,0.2033898305084746,user,37
46.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,13.0,0.22033898305084745,user,38
47.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,12.0,0.2033898305084746,user,39
46.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,17.0,0.2698412698412698,user,40
47.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,14.0,0.22950819672131148,user,41
23.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,37.0,0.6166666666666667,user,42
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,60.0,1.0,user,43
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,64.0,1.0,user,44
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,54.0,1.0,user,45
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,46.0,1.0,user,46
0.0,0,L00-L04,explicit_layer,explicit layer column,sliding_window__budget128,40.0,1.0,user,47
42.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,0.0,0.0,system,0
36.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,4.0,0.1,system,1
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,13.0,1.0,system,2
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,13.0,1.0,system,3
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,18.0,1.0,system,4
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,13.0,1.0,system,5
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,14.0,1.0,system,6
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,13.0,1.0,system,7
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,16.0,1.0,system,8
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,14.0,1.0,system,9
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,15.0,1.0,system,10
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,12.0,1.0,system,11
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,16.0,1.0,system,12
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,15.0,1.0,system,13
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,14.0,1.0,system,14
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,12.0,1.0,system,15
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,16.0,1.0,system,16
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,15.0,1.0,system,17
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,14.0,1.0,system,18
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,12.0,1.0,system,19
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,18.0,1.0,system,20
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,14.0,1.0,system,21
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,12.0,1.0,system,22
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,12.0,1.0,system,23
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,19.0,1.0,system,24
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,10.0,1.0,system,25
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,10.0,1.0,system,26
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,10.0,1.0,system,27
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,14.0,1.0,system,28
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,10.0,1.0,system,29
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,11.0,1.0,system,30
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,9.0,1.0,system,31
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,11.0,1.0,system,32
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,6.0,1.0,system,33
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,3.0,1.0,system,34
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,2.0,1.0,system,35
6.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,20.0,0.7692307692307693,template,0
8.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,10.0,0.5555555555555556,template,1
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,1.0,1.0,template,24
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,2.0,1.0,template,25
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,4.0,1.0,template,26
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,1.0,1.0,template,27
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,2.0,1.0,template,32
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,5.0,1.0,template,33
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,8.0,1.0,template,34
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,5.0,1.0,template,35
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,8.0,1.0,template,36
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,3.0,1.0,template,37
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,1.0,1.0,template,38
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,6.0,1.0,template,45
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,14.0,1.0,template,46
6.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,10.0,0.625,template,47
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,2.0,1.0,user,1
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,46.0,1.0,user,2
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,48.0,1.0,user,3
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,46.0,1.0,user,4
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,46.0,1.0,user,5
0.0,0,L00-L04,explicit_layer,explicit layer column,user_pinned__budget128__sink8,48.0,1.0,user,6
